type,id,amount,oldbalanceOrig,newbalanceOrig,oldbalanceRec,newbalanceRec,Country,senders_name,ReceiversBank,SendersBank,receiver_name,TransactionDates,isFraud
debit,c301ea8d-6756-45d2-ae1e-1201a4f94940,6102.71,70799.23,64696.52,43546.81,49649.52,USA,Connor Booth,DBS Bank,UBS,Olivia Cardenas,2021-09-12,False
cash_out,e1559cbe-05b9-4c7d-bdec-75922d13c209,28069.22,124590.34,96521.12,64347.97,92417.19,USA,Melissa Richardson,State Bank of India,Kotak Mahindra Bank,Raymond Santiago,2021-02-11,False
cash_out,950c43cc-32ec-49ce-90cc-454467974aba,3105.14,29902.64,26797.5,14853.87,17959.01,UK,Evelyn Diaz,Chase Bank,Standard Chartered,Anthony Alexander,2024-06-13,False
cash_out,56d977f3-625c-4850-b6e6-c566deb16a88,44483.58,106311.95,61828.37,4555.0,49038.58,Canada,Anna Stanley,Bank of America,Kotak Mahindra Bank,Courtney Wood,2021-11-05,False
debit,98ef443e-3796-49b2-94b2-439d5bbe4f29,43170.52,100240.22,57069.7,38322.94,81493.46,USA,Joseph Anderson,Deutsche Bank,Deutsche Bank,James Davis,2023-03-19,False
debit,376314b0-dc0d-41f3-82cd-8d8f1ee51544,34480.94,88588.45,54107.51,65729.7,100210.64,Canada,Margaret Holland,HDFC Bank,Standard Chartered,Adam Gardner,2024-02-08,False
debit,6c070379-5907-4268-968b-42cc112532b3,10499.26,11840.17,1340.91,17883.77,28383.03,Canada,Faith Werner,DBS Bank,UBS,David Schneider,2022-03-22,False
cash_out,3d40b72a-8075-4880-a4bd-9017431cb560,44071.67,103481.25,59409.58,22978.2,67049.87,Germany,Diana Ferguson PhD,ICICI Bank,Kotak Mahindra Bank,Charles Fritz,2022-08-02,False
cash_out,4179f7b3-5b33-4d2b-8272-982ae6537d69,12858.15,76170.65,63312.5,98539.21,111397.36,Singapore,Stephanie Campbell DVM,Wells Fargo,Chase Bank,Martha Mendoza,2025-02-07,False
debit,9a06055b-f0cd-4a27-8165-0e8aa39f2d8a,32990.17,121216.97,88226.8,8712.79,41702.96,UK,Austin Navarro,Standard Chartered,Wells Fargo,Karen Coleman,2023-10-28,False
transfer,e1878e93-3281-4976-8680-a2e5678daf97,44764.45,116904.76,72140.31,59270.67,104035.12,UK,Lori Montgomery,Kotak Mahindra Bank,Barclays,Stacy Harrington,2024-03-20,False
debit,7d8a9290-046b-49fa-9d9a-9ab5fd3e1a29,17102.23,50871.94,33769.71,16564.85,33667.08,India,Christina Martin,HSBC,HDFC Bank,Tiffany Abbott,2025-03-17,False
transfer,317c72c2-dc21-4415-a306-b2feafa3153c,40156.11,120354.38,80198.27,84697.99,124854.1,India,Annette Mcdaniel,HSBC,Barclays,James Beard,2024-06-02,False
debit,7f0c49b6-9dfc-4ace-ab1e-796c1f90ed91,13606.43,17552.9,3946.47,38561.92,52168.35,Canada,Derrick Anderson,Deutsche Bank,Standard Chartered,Keith Bell,2022-01-06,False
transfer,85a9eaca-8b8d-42d7-98a6-928223b60afa,20627.24,99364.51,78737.27,27803.91,48431.15,Germany,Edwin Fernandez,Wells Fargo,Barclays,Nicholas Young,2021-09-28,False
transfer,acdf2af6-fc74-4a51-a46e-b335a2cc3129,42997.9,82629.44,39631.54,13455.13,56453.03,Germany,Amy Phillips,HDFC Bank,Barclays,James Foster,2022-09-26,False
cash_out,07f2129e-0ca0-477f-b2c6-9b2a651ae2d1,10821.52,98034.68,87213.16,11020.25,21841.77,Germany,Jessica Wilson,Barclays,Deutsche Bank,Douglas Smith,2023-11-19,False
transfer,6922b2b3-4b06-4b0f-9c21-dd712b53595c,26396.42,108290.11,81893.69,55391.57,81787.99,USA,Hannah Hill,Standard Chartered,Wells Fargo,Shawn Yang,2021-11-20,False
cash_out,f219fe17-88f8-48c4-aea5-f3cbe3f98b20,23506.28,94831.99,71325.71,27316.51,50822.79,Germany,Lucas Robinson,ICICI Bank,DBS Bank,Daniel Perry,2024-07-02,False
transfer,fa813080-0825-40ce-8054-a271a03a29cd,24275.87,36245.71,11969.84,33390.78,57666.65,Germany,Denise Parker,Kotak Mahindra Bank,Wells Fargo,Kimberly Jones,2023-02-25,False
cash_out,66a98d42-aeac-4759-b77e-878818c971c3,7103.09,53468.1,46365.01,83321.14,90424.23,India,Gerald Brock,HSBC,Standard Chartered,Juan Lawrence,2025-02-18,False
debit,a8b1e1a7-fc05-42a8-b916-c877c6cfce1e,40157.04,81512.7,41355.66,11736.7,51893.74,India,Timothy Pierce,HSBC,HDFC Bank,Michele Pena,2021-02-04,False
cash_out,07df3bf8-72dd-46c5-99ea-5344bb0df70f,11826.31,47590.46,35764.15,64104.31,75930.62,Singapore,Allison Salazar,Wells Fargo,Standard Chartered,Jonathan Barry,2020-09-27,False
debit,234d802a-a35a-4b11-a931-d008ffe12bbe,15383.85,50835.94,35452.09,6525.07,21908.92,Germany,Jeremy Mcintosh,Deutsche Bank,UBS,Kaitlyn Ellis,2020-08-27,False
transfer,223b2672-7e18-450d-9989-4c5789a50c6d,33350.73,125822.92,92472.19,89006.76,122357.49,Singapore,Jennifer Armstrong,HDFC Bank,Chase Bank,Angela Jones,2023-09-10,False
cash_out,8231b35c-0e49-4353-9fa3-8a92a228f934,19361.23,81571.12,62209.89,57927.97,77289.2,France,Andrew Collins,Wells Fargo,Wells Fargo,Frederick Davis,2021-08-07,False
transfer,ff9b6a33-48ed-4838-ad38-3f667bf21470,34153.9,96309.66,62155.76,8268.29,42422.19,Germany,Michael Scott,HSBC,Chase Bank,Mr. William Morris,2024-07-15,False
transfer,64f75c10-4698-4234-a246-95b99deb7a4b,29068.85,32477.2,3408.35,65042.23,94111.08,Canada,Matthew Gonzales,HSBC,Deutsche Bank,Philip Gonzalez,2022-09-23,False
transfer,2814e0f5-51c8-46ed-8b3c-7aac59187f27,20211.05,22057.87,1846.82,80203.19,100414.24,UK,Nicholas Mann,HDFC Bank,Chase Bank,Kimberly Andrews,2024-09-21,False
debit,7eb9fe2d-3738-4270-9424-d9f3a18e4440,35811.99,117948.53,82136.54,2107.42,37919.41,France,Ellen Mooney,Standard Chartered,HDFC Bank,Ryan Berry,2021-07-04,False
transfer,98561018-2896-4684-b10f-d455762b5278,18684.48,48360.32,29675.84,2084.05,20768.53,USA,Mary Williams,HSBC,HSBC,Amanda Swanson,2022-07-31,False
debit,d5a8480d-47d4-487c-8706-aa567fe407ef,19942.2,113234.46,93292.26,16795.0,36737.2,Germany,James Quinn,State Bank of India,HDFC Bank,Thomas Jones,2025-02-17,False
cash_out,bca5611b-805a-4031-a474-3c52f00ef89b,37411.84,113077.07,75665.23,67632.97,105044.81,France,Candice Cameron,Chase Bank,HSBC,Samantha Ryan,2020-07-08,False
debit,0be8701f-b485-4d39-a26e-b4e4da3c9966,45375.58,127163.93,81788.35,92046.32,137421.9,France,Rachel Johnson,ICICI Bank,Kotak Mahindra Bank,Eric Kent,2022-11-18,False
cash_out,e05ae26b-08fc-4645-9628-6c833032ef0f,26447.85,29654.57,3206.72,27140.96,53588.81,Germany,Leslie Williams,Bank of America,UBS,Samantha Hart,2022-02-03,False
debit,13865151-b092-4979-8434-d8b88ffbc222,25588.73,103676.11,78087.38,50818.23,76406.96,France,George Ruiz,Chase Bank,Standard Chartered,Katherine Jordan,2022-07-05,False
transfer,ad525e08-cd63-4f48-9ec8-b01f28b8257f,22853.16,30090.54,7237.38,23971.43,46824.59,France,Danielle Roberts,Barclays,DBS Bank,Jerry Robinson,2023-05-06,False
debit,bfb08eec-5f31-48e8-af9c-0fa56e3bd572,22655.3,23946.9,1291.6,91086.19,113741.49,India,Corey Gillespie,State Bank of India,State Bank of India,James Robinson,2025-03-06,False
cash_out,1de1de9c-7562-4caa-bc10-2f5fff8f1f51,7788.58,74858.69,67070.11,19219.33,27007.91,Germany,Christine Price,Standard Chartered,Wells Fargo,Joshua Sanders,2020-11-25,False
debit,977c20b0-8c53-4e89-b136-876eeb62f1d0,38115.9,41857.26,3741.36,30865.25,68981.15,Germany,Mrs. Susan Walters,UBS,HSBC,Holly Pham,2021-09-12,False
debit,71659d8d-de0a-4f1c-9e30-61e515545415,28003.79,89894.43,61890.64,86101.37,114105.16,Singapore,Jason Matthews,HSBC,Wells Fargo,Justin Garcia,2021-05-18,False
transfer,925a0aa8-0f9d-4d8a-bdaf-fbf32761d91c,40655.87,65974.43,25318.56,30142.25,70798.12,Singapore,Scott Davis,Barclays,Deutsche Bank,Derek Holt,2022-02-14,False
cash_out,6fef2c5d-d702-4edd-a494-0bbdb61ae1b0,15180.76,111949.1,96768.34,65848.61,81029.37,Germany,Emily Miller,Bank of America,Deutsche Bank,Theresa Bass,2022-04-11,False
debit,1ab6d603-ffb7-42f0-97e2-6f5cb26c1757,29253.68,37754.03,8500.35,26086.23,55339.91,Germany,Ralph Hall,ICICI Bank,ICICI Bank,Victoria Higgins,2021-04-22,False
debit,5c1de610-d881-479f-8fcb-248bffd8a6aa,12278.99,105496.93,93217.94,977.83,13256.82,Canada,Misty Gomez,Barclays,State Bank of India,Jacqueline Burton,2024-07-04,False
debit,b23f2795-9b83-4bb7-baec-92c556cdc406,41692.36,98580.04,56887.68,93168.2,134860.56,USA,Christopher Cole,HSBC,Standard Chartered,Tyler Marshall,2023-06-29,False
debit,d99a1095-02cd-4a77-9dd5-e32be0c139d7,32491.85,122248.3,89756.45,64616.71,97108.56,USA,Brandi Russell,State Bank of India,DBS Bank,Robert Thompson,2023-06-29,False
debit,d9c13353-9c25-4daf-9e63-b162bfe9718e,29746.99,92699.31,62952.32,67599.55,97346.54,UK,Mr. Gabriel White,DBS Bank,Barclays,Aaron Miller,2021-12-05,False
transfer,ba8fc9c1-5331-42be-a3d9-11c6aad44656,31468.45,81648.54,50180.09,84175.38,115643.83,France,Elizabeth Wade,Wells Fargo,HDFC Bank,Monica Ewing,2024-11-17,False
cash_out,d3505d77-2e28-43db-9a37-e58f1fee2d49,44411.32,128693.08,84281.76,37587.39,81998.71,Germany,Andrew Ross,Deutsche Bank,ICICI Bank,Melanie Gonzalez,2023-04-23,False
debit,e3e29367-0c0e-4a6b-be7d-ebfdef6dc20b,28697.47,116635.1,87937.63,9637.11,38334.58,Germany,Chad Kerr,Chase Bank,HSBC,Matthew Everett,2021-01-02,False
debit,f1cdf51a-72f4-44b3-853a-2e556fe243b3,37477.71,61615.57,24137.86,98400.02,135877.73,India,Bethany Gonzalez,Bank of America,Chase Bank,Diana Adams,2023-03-25,False
debit,7ec9ef95-e54d-4e58-844e-2d9b4526aeed,562.0,12320.33,11758.33,99574.43,100136.43,Canada,Jessica Jenkins,Bank of America,UBS,Jacob Walsh,2021-09-05,False
debit,3e1485fc-1b6e-4d78-b9e2-14288bc69dd0,40202.96,94105.42,53902.46,26264.96,66467.92,Singapore,Richard Jones,Standard Chartered,HSBC,Carol Stephens,2024-04-01,False
transfer,d1993e34-8dbf-42aa-b5cb-8107d3a18d4b,4856.28,52640.32,47784.04,27773.01,32629.29,Singapore,Leslie Blake,HDFC Bank,Chase Bank,Keith Black,2024-03-13,False
cash_out,d50f2014-1a84-4079-b7a4-0b85c198e2c4,35616.34,54935.61,19319.27,30961.9,66578.24,Singapore,Carlos Ruiz,Bank of America,Chase Bank,Erin Higgins,2021-05-29,False
debit,bbfa7a52-38a6-4a0d-bdb0-f61283ba2906,22067.84,81302.8,59234.96,36102.99,58170.83,Germany,Cynthia Davis,Barclays,Bank of America,Matthew Stewart,2024-02-25,False
transfer,b8f0d38f-f862-4cad-9312-8fe5c74745dd,38996.15,92469.08,53472.93,31757.21,70753.36,France,Courtney Gonzalez,Wells Fargo,Kotak Mahindra Bank,Dale Atkins,2021-05-15,False
cash_out,7941c8bb-0f50-4bb3-ba8b-16653bc7469a,17433.59,31502.71,14069.12,40261.27,57694.86,Germany,Clinton Thornton,Deutsche Bank,Kotak Mahindra Bank,Patrick Sherman,2021-03-31,False
cash_out,23c05ef5-3039-40c0-8dba-b3c3b0a20005,32036.49,112656.84,80620.35,87583.83,119620.32,UK,Michael Rivera,ICICI Bank,State Bank of India,Jerry Baker,2021-06-20,False
transfer,2bd6f0fb-ee3c-4687-b704-eced5b9df42d,26266.48,109207.28,82940.8,982.12,27248.6,Germany,Cory Harris,State Bank of India,State Bank of India,Casey Velazquez,2022-06-07,False
transfer,cb00a964-123c-41dd-ba4b-de1fc628fdc5,24675.7,55651.3,30975.6,61448.65,86124.35,Germany,Gary Walker,UBS,Barclays,Matthew Andrews,2022-03-14,False
debit,3bf6d178-2f22-49f6-95c7-83cb51a504c3,31023.59,87748.97,56725.38,8575.4,39598.99,UK,Jillian Nelson,HDFC Bank,HDFC Bank,Rachel Terry,2024-05-18,False
debit,0fb5dd53-a569-4194-a933-535f3251a4fa,26996.18,69150.12,42153.94,81465.34,108461.52,India,Michael Boyle,Standard Chartered,HDFC Bank,Katrina Perez,2024-07-29,False
cash_out,7f87dd85-371d-4ce4-8998-442685ca98df,25474.92,78591.3,53116.38,94773.53,120248.45,USA,Matthew Reed,Wells Fargo,HSBC,Peter Brown,2024-09-16,False
cash_out,7ce4b3ba-3a14-49c0-bb81-212afe809318,36669.82,121555.79,84885.97,81228.93,117898.75,USA,Melanie Campbell,State Bank of India,ICICI Bank,Tammy Patel,2024-09-02,False
transfer,3fe233bb-64ac-4dac-bd9c-729b8ec51daa,32371.83,127816.3,95444.47,79131.53,111503.36,India,Lacey Love,Kotak Mahindra Bank,DBS Bank,Zachary Stephens,2024-03-30,False
cash_out,dcb1e223-713d-4cf5-8e92-93fdb7ee30ee,43640.53,88314.12,44673.59,95212.16,138852.69,India,Jodi Palmer,Kotak Mahindra Bank,Deutsche Bank,Brian Peterson DVM,2024-12-07,False
transfer,bcfac962-ff43-45a0-95d8-08d5058bc608,26177.12,26595.48,418.36,12071.5,38248.62,Canada,James Robinson,HSBC,Chase Bank,William Wells,2021-09-16,False
cash_out,773c6793-f45e-4b29-8086-636479027d9e,27211.74,56179.24,28967.5,6815.5,34027.24,France,Ronald Dodson,Wells Fargo,Standard Chartered,Kenneth Roberts,2023-12-18,False
transfer,3e3d1764-ec64-4338-9801-69c0f9ff2846,28660.94,30104.91,1443.97,1359.72,30020.66,Singapore,Jonathan Clayton,Bank of America,UBS,Carl Robertson,2020-07-23,False
cash_out,e81ba87c-77e3-4c91-99a4-4d4485a92616,26131.57,78118.71,51987.14,58907.29,85038.86,Germany,Donald Grimes,Deutsche Bank,Chase Bank,Sherry Ball,2024-03-09,False
debit,d32fdcc7-b2e6-4a4c-80ff-8eac86686ce6,48524.19,144747.95,96223.76,76187.41,124711.6,France,Brian Hays,State Bank of India,Wells Fargo,Charles Graves,2021-06-02,False
debit,b662737f-e58b-4090-aad4-8648d7d86d63,29276.32,34454.45,5178.13,1477.57,30753.89,UK,Victoria Crawford,HDFC Bank,HSBC,Krista Pierce,2024-04-05,False
debit,e90173cd-9d15-4d1a-b4f1-c6899a6d4c4b,15671.62,88212.23,72540.61,97064.5,112736.12,UK,Nicholas Anderson,State Bank of India,UBS,Robert Johnson,2025-03-09,False
transfer,d828504a-f93d-426c-ad1e-73dcad0a451c,15160.29,47086.77,31926.48,34974.22,50134.51,France,Craig Villanueva,ICICI Bank,Standard Chartered,Janet Brown,2021-10-11,False
cash_out,be96ea2b-4103-4b33-bee0-7c0df437f57b,28586.68,89697.65,61110.97,27013.47,55600.15,USA,Kimberly Beck,DBS Bank,Barclays,Isabella Sims,2025-02-24,False
transfer,abfbcc17-4ad5-433b-a84f-1cf12b451121,21542.96,64226.32,42683.36,13777.04,35320.0,Germany,Matthew Potts,Deutsche Bank,ICICI Bank,Timothy Simon,2020-08-19,False
transfer,166b6fd8-5297-470c-b4ba-d423bc6d9653,36909.58,60850.34,23940.76,85643.49,122553.07,Singapore,Jonathan Harris,Deutsche Bank,DBS Bank,Alexander Edwards,2021-11-20,False
cash_out,970e930c-5ee1-49b0-8255-9d873d678d21,48947.41,133834.23,84886.82,96797.98,145745.39,France,Jennifer Norton,HDFC Bank,HSBC,Jacob Howard,2022-05-17,False
transfer,9adee3c3-464f-4cad-ac76-7e7da49912f7,34138.2,38913.32,4775.12,57424.68,91562.88,Singapore,Joseph Berger,Standard Chartered,Standard Chartered,Henry Alexander,2020-08-11,False
transfer,53a00025-87df-431e-b103-3d84854ac3ad,37789.55,85393.64,47604.09,97424.48,135214.03,Singapore,Johnny George,HDFC Bank,Bank of America,Kaitlyn Blankenship,2022-12-30,False
transfer,cc39b925-3b5a-4288-b649-2e64f55dce6d,27790.14,76754.34,48964.2,14029.65,41819.79,UK,Kristen Rivera,Deutsche Bank,HSBC,Angel Lopez,2024-01-31,True
cash_out,786445f7-e46f-41ad-9950-97e5ab382f3c,33844.67,118281.18,84436.51,63596.39,97441.06,Singapore,Larry Perry,Deutsche Bank,Deutsche Bank,Ebony Burton,2023-05-10,False
transfer,a2038757-f925-4bb8-8d57-2c06dbb7cfa0,2365.32,73086.44,70721.12,76608.52,78973.84,Germany,Jill Davis,State Bank of India,Kotak Mahindra Bank,Laura Bishop,2024-02-23,False
transfer,8ec69ac4-fa10-4aab-aa41-a623d6897d73,11828.21,38588.33,26760.12,82741.36,94569.57,Germany,Stephanie Watson,Standard Chartered,Bank of America,Sherry Salazar,2020-06-16,False
transfer,e12d7602-b3ec-43b6-9ac9-9cbf3eb7ea7c,3375.22,83045.57,79670.35,23493.39,26868.61,France,Julie Johnson,Wells Fargo,HDFC Bank,Justin Wood,2021-07-19,False
transfer,824e8b95-3e8b-46d2-987d-2490031d4e8d,21688.56,36273.95,14585.39,6291.32,27979.88,Singapore,Maxwell Jackson,HDFC Bank,HSBC,Sharon Martin,2025-01-08,False
cash_out,2f564bfb-88d3-4bf3-9c55-3c74c06dc0d6,18463.8,92931.77,74467.97,81662.28,100126.08,Canada,John Todd,HSBC,ICICI Bank,Matthew Scott,2024-10-31,False
debit,d9d73014-5b8f-4af4-a798-448aa69ed347,46707.36,55112.63,8405.27,10525.29,57232.65,UK,Kaylee Harris,Deutsche Bank,Bank of America,Brandon Perkins,2022-05-15,False
cash_out,03fe2ba1-a96d-4ab1-8c17-b9c919363c45,46529.36,79095.16,32565.8,70380.31,116909.67,USA,Jared Shaffer,HDFC Bank,HSBC,Ricky Koch,2021-02-23,False
debit,8a125374-830a-4ba8-a238-cc385e024fa4,21080.97,106816.16,85735.19,31855.89,52936.86,India,Douglas Yoder,UBS,HDFC Bank,Dawn Grant,2023-04-29,False
cash_out,c633066e-1f46-4ef8-803f-6ca2099f33ef,37644.71,136904.55,99259.84,87629.31,125274.02,UK,Marcus Brown,Standard Chartered,Standard Chartered,Mary Leonard,2020-09-17,False
debit,7560d41c-17e6-4cbe-9e3a-8ae527bd6392,11345.53,37172.81,25827.28,87832.84,99178.37,UK,Harry Ochoa,UBS,Standard Chartered,Jessica Miller,2022-11-16,False
transfer,c2c73e17-1cfd-473a-8e1a-08208d112a3d,48656.31,60600.48,11944.17,47802.03,96458.34,UK,Raymond Valdez,State Bank of India,Barclays,Bryan Rogers,2023-08-15,False
cash_out,c527dbd9-cac9-45b7-93d1-96ae434d1335,40417.92,84842.3,44424.38,59422.94,99840.86,UK,Sara Martinez,State Bank of India,Standard Chartered,Perry Delacruz,2021-07-16,False
cash_out,a0c14035-c5d9-4f51-b387-e1bd2d5972c6,43226.08,128755.42,85529.34,61500.84,104726.92,France,Lance Wolf,HSBC,Barclays,Mike Fury,2021-02-05,True
cash_out,e711dace-c825-4d4a-8ea7-28b3302d3bb3,35694.14,93787.15,58093.01,31906.26,67600.4,USA,Tyler Hughes,Wells Fargo,Kotak Mahindra Bank,Joe Robbins,2024-01-07,False
debit,a2557fa7-bbd7-4dae-b364-00d3da96007f,22093.44,33053.39,10959.95,57183.19,79276.63,Canada,Charles Harrison,Barclays,Bank of America,Gregory Park,2022-02-15,False
transfer,2b9b541c-73a0-494a-8b10-35df14fb11b7,4705.78,95777.67,91071.89,85178.68,89884.46,Singapore,Andrew Baker,Wells Fargo,Bank of America,Melissa Riley,2023-08-31,False
transfer,d64aa98e-cb44-4051-9f43-076cce5dfcb9,28216.62,86119.17,57902.55,64477.67,92694.29,Singapore,Brooke Wang,State Bank of India,UBS,Jennifer Garza,2024-01-18,False
transfer,e012c174-092a-4443-be90-96f666f0183c,16947.19,26564.9,9617.71,67040.4,83987.59,Singapore,Steven Love,HSBC,Wells Fargo,Chelsea Brown,2023-02-25,False
debit,fe5f27da-952e-4dc6-9cb3-730716bf9120,10518.69,65956.82,55438.13,9005.85,19524.54,India,Brandon Powell,Bank of America,HDFC Bank,Rebecca Sanders,2020-07-26,False
transfer,1cb7e696-cf5f-4f24-9393-6dbae732d57a,30290.53,70733.21,40442.68,33074.13,63364.66,USA,Thomas Chapman,UBS,State Bank of India,Jose Jones,2021-05-16,False
debit,d3096484-63cc-4601-a743-1a1bd052857e,23033.98,62822.35,39788.37,58456.22,81490.2,France,Megan Perez,Kotak Mahindra Bank,Wells Fargo,Jessica Diaz,2023-07-22,False
cash_out,ebcc2391-602b-4a9b-af23-a809cc2dd3c5,26920.48,76773.77,49853.29,35915.03,62835.51,Canada,Mary Holder,HSBC,Wells Fargo,Douglas Frye,2024-02-02,False
debit,a23e1919-8e66-4670-befd-b5d35e620183,5560.21,74405.75,68845.54,50835.62,56395.83,Singapore,Elizabeth Thompson,Chase Bank,Deutsche Bank,Vincent Martinez,2024-04-22,False
cash_out,5a881ca4-3b4d-4447-a06f-fff066be35d6,32868.89,119515.52,86646.63,84371.0,117239.89,France,Billy Terry,State Bank of India,UBS,Scott Rivera,2022-12-31,False
transfer,ee6a0080-8473-4016-a8d5-7db359c1a20d,38513.83,108851.65,70337.82,14091.13,52604.96,USA,Mark Johnson,ICICI Bank,UBS,Laura Taylor,2020-08-16,False
cash_out,03641d27-d81b-4563-9568-98c517af7dbe,3705.34,84634.85,80929.51,89266.72,92972.06,USA,Christina Hall,UBS,Wells Fargo,Calvin Bonilla,2025-05-16,False
transfer,a366c34d-7897-49e8-84a8-b114c07b8191,23580.56,24973.03,1392.47,75809.44,99390.0,France,Deanna Kelly,Kotak Mahindra Bank,HSBC,Amy Thomas,2024-07-26,False
debit,e5385ac1-6d5b-43b0-8716-961d41703df3,15271.87,54817.16,39545.29,36049.65,51321.52,UK,Cynthia Smith,DBS Bank,State Bank of India,Christopher Mckenzie,2021-05-17,False
debit,408d0d18-b853-4270-b0b2-53a8d7077430,37836.88,84001.16,46164.28,14509.53,52346.41,France,Monica Duncan DDS,Bank of America,Barclays,Scott Beck,2021-09-21,False
transfer,fc4bf418-066e-49f1-a660-f451701c98f4,7206.44,87143.68,79937.24,12982.57,20189.01,Canada,Joy Harris,Wells Fargo,Deutsche Bank,Samantha Wilcox,2020-11-04,False
cash_out,012bdce9-2b37-49ab-9d92-6838941526f0,31491.44,71234.51,39743.07,15998.47,47489.91,India,Ian Reyes,HSBC,Barclays,Wendy Cantrell,2020-07-16,False
cash_out,630c1e84-053b-4b94-ae85-e8619bf63df3,36774.11,131688.46,94914.35,59411.85,96185.96,Canada,Kevin Miller,ICICI Bank,Deutsche Bank,Terrance Mullins,2020-10-08,False
cash_out,87b24771-874c-4774-8be5-fef83bfab815,15258.51,94038.8,78780.29,64413.22,79671.73,India,Ashley Floyd,Barclays,HSBC,Arthur Haynes,2021-03-05,False
transfer,fdc95c41-3173-4dca-afb1-70271694fec5,14286.84,51946.31,37659.47,29535.42,43822.26,UK,Laura Ray,DBS Bank,Bank of America,Natalie Mckenzie,2022-08-04,False
cash_out,b652b9ef-ac1b-484d-8b22-5d64fd3e1424,3391.32,5749.83,2358.51,30142.78,33534.1,India,Andrew Myers,Barclays,Standard Chartered,Joseph Mccoy Jr.,2022-11-20,False
cash_out,ff5376a4-bb48-4bba-ac73-5be00ceeddc2,28837.13,93750.23,64913.1,17453.88,46291.01,Singapore,Joseph Flores,Chase Bank,Bank of America,Jonathan Walker,2025-04-06,False
debit,55505778-20a3-4188-b43e-3272d510e792,5753.41,68069.89,62316.48,99141.11,104894.52,Singapore,Christopher Dorsey,Standard Chartered,UBS,Michael King,2023-02-05,False
cash_out,7cc96b10-f677-4b06-89e6-614a61458972,42807.59,112304.1,69496.51,7514.44,50322.03,Germany,Jenny Matthews,Kotak Mahindra Bank,HDFC Bank,Melinda Vang,2023-06-11,False
transfer,42c59db7-5225-4bb8-80aa-3d0419a9c1b5,13778.17,70520.81,56742.64,40741.23,54519.4,UK,Patrick Rojas,Wells Fargo,Barclays,James Henderson,2022-05-19,False
transfer,8a9ce32b-ec42-4cca-9a67-33fe34862316,17499.73,46921.54,29421.81,53403.75,70903.48,Germany,Carolyn Cunningham,Barclays,Wells Fargo,Ashley Burns,2023-03-30,False
transfer,417d3af7-83df-46c4-a751-6ef4539d2332,7991.04,97675.63,89684.59,82185.98,90177.02,Germany,Kevin Lucero,Kotak Mahindra Bank,State Bank of India,Joseph Robles,2023-01-14,False
transfer,34ac7fc8-1e6b-4750-b26e-a5a6a851094e,46126.25,121034.07,74907.82,50961.87,97088.12,Germany,Amanda Juarez,Barclays,Chase Bank,Nathan Velez,2023-11-03,False
debit,b5e3c9f1-1d83-4a02-8a84-d549b3233a40,2315.73,36546.91,34231.18,11860.84,14176.57,Germany,Eric Smith,Chase Bank,Barclays,Kevin Sellers,2024-08-07,False
debit,d4c8d684-5c64-4cb5-9d74-d4587004ffe3,10796.75,68795.68,57998.93,26066.09,36862.84,Germany,Peggy Ferguson,Kotak Mahindra Bank,Bank of America,Andre Cannon,2020-10-21,False
cash_out,9ae79fcd-fd90-499f-b356-a5e8ffe16e3f,4091.48,37925.07,33833.59,79835.71,83927.19,Germany,Scott Moreno,Deutsche Bank,Barclays,Anna Green,2020-07-15,False
cash_out,878b23de-3da8-42c9-8ba7-6ad38bcae8dd,12432.08,82870.74,70438.66,11517.67,23949.75,France,James Palmer,Deutsche Bank,Wells Fargo,Diane Baker,2020-10-28,False
cash_out,cf07b579-165d-4997-ba28-744a86c3b18b,14878.92,98173.93,83295.01,27871.09,42750.01,Germany,Virginia Garcia,HSBC,Bank of America,Pamela Shaw,2021-09-05,False
